IP地址,端口,TLS,数据中心,国家,地区,城市,ASN,ORG,延迟(ms),速度(MB/s)
47.128.253.66,8443,TRUE,SG,SG,Asia Pacific,Singapore,16509,AMAZON-02,544,24.43
18.140.5.21,993,TRUE,SG,SG,Asia Pacific,Singapore,16509,AMAZON-02,493,14.12
47.128.253.66,2053,TRUE,SG,SG,Asia Pacific,Singapore,16509,AMAZON-02,531,13.97
54.169.200.216,443,TRUE,SG,SG,Asia Pacific,Singapore,16509,AMAZON-02,393,12.23
47.128.185.87,443,TRUE,SG,SG,Asia Pacific,Singapore,16509,AMAZON-02,523,10.7
18.136.104.40,19042,TRUE,SG,SG,Asia Pacific,Singapore,16509,AMAZON-02,409,9.24
18.143.94.44,8443,TRUE,SG,SG,Asia Pacific,Singapore,16509,AMAZON-02,525,6.24
47.128.164.52,9999,TRUE,SG,SG,Asia Pacific,Singapore,16509,AMAZON-02,473,4.77
13.250.99.226,8443,TRUE,SG,SG,Asia Pacific,Singapore,16509,AMAZON-02,447,3.57
13.228.170.74,443,TRUE,SG,SG,Asia Pacific,Singapore,16509,AMAZON-02,413,2.79
18.143.171.10,8443,TRUE,SG,SG,Asia Pacific,Singapore,16509,AMAZON-02,528,2.38
18.141.204.88,443,TRUE,SG,SG,Asia Pacific,Singapore,16509,AMAZON-02,476,1.31
52.74.101.26,443,TRUE,SG,SG,Asia Pacific,Singapore,16509,AMAZON-02,476,0.92
54.169.229.188,443,TRUE,SG,SG,Asia Pacific,Singapore,16509,AMAZON-02,400,0.82
13.250.22.76,443,TRUE,SG,SG,Asia Pacific,Singapore,16509,AMAZON-02,468,0.69
8.217.149.28,2096,TRUE,HK,HK,Asia Pacific,Hong Kong,45102,"Alibaba US Technology Co., Ltd.",179,27.68
8.210.101.157,8443,TRUE,HK,HK,Asia Pacific,Hong Kong,45102,"Alibaba US Technology Co., Ltd.",521,25.83
18.167.172.112,443,TRUE,HK,HK,Asia Pacific,Hong Kong,16509,AMAZON-02,160,25
8.218.207.169,2053,TRUE,HK,HK,Asia Pacific,Hong Kong,45102,"Alibaba US Technology Co., Ltd.",529,24.72
8.210.65.1,8443,TRUE,HK,HK,Asia Pacific,Hong Kong,45102,"Alibaba US Technology Co., Ltd.",268,24.48
47.76.146.1,443,TRUE,HK,HK,Asia Pacific,Hong Kong,45102,"Alibaba US Technology Co., Ltd.",181,24.02
8.217.149.28,8443,TRUE,HK,HK,Asia Pacific,Hong Kong,45102,"Alibaba US Technology Co., Ltd.",409,23.58
47.242.59.216,8443,TRUE,HK,HK,Asia Pacific,Hong Kong,45102,"Alibaba US Technology Co., Ltd.",625,21.62
47.76.49.246,2053,TRUE,HK,HK,Asia Pacific,Hong Kong,45102,"Alibaba US Technology Co., Ltd.",199,21.17
47.242.155.183,8443,TRUE,HK,HK,Asia Pacific,Hong Kong,45102,"Alibaba US Technology Co., Ltd.",625,19.94
8.210.101.157,2087,TRUE,HK,HK,Asia Pacific,Hong Kong,45102,"Alibaba US Technology Co., Ltd.",201,19.92
47.243.162.49,8443,TRUE,HK,HK,Asia Pacific,Hong Kong,45102,"Alibaba US Technology Co., Ltd.",582,19.57
8.218.18.132,2096,TRUE,HK,HK,Asia Pacific,Hong Kong,45102,"Alibaba US Technology Co., Ltd.",404,18.96
47.76.94.15,443,TRUE,HK,HK,Asia Pacific,Hong Kong,45102,"Alibaba US Technology Co., Ltd.",200,18.13
8.218.22.210,2083,TRUE,HK,HK,Asia Pacific,Hong Kong,45102,"Alibaba US Technology Co., Ltd.",489,17.5
8.218.18.132,2053,TRUE,HK,HK,Asia Pacific,Hong Kong,45102,"Alibaba US Technology Co., Ltd.",340,16.63
47.242.155.183,2087,TRUE,HK,HK,Asia Pacific,Hong Kong,45102,"Alibaba US Technology Co., Ltd.",460,15.47
47.242.59.216,2087,TRUE,HK,HK,Asia Pacific,Hong Kong,45102,"Alibaba US Technology Co., Ltd.",196,14.83
47.243.173.187,8443,TRUE,HK,HK,Asia Pacific,Hong Kong,45102,"Alibaba US Technology Co., Ltd.",245,14.44
8.217.149.28,2053,TRUE,HK,HK,Asia Pacific,Hong Kong,45102,"Alibaba US Technology Co., Ltd.",622,14.22
47.245.40.55,2053,TRUE,HK,HK,Asia Pacific,Hong Kong,45102,"Alibaba US Technology Co., Ltd.",879,13.16
47.243.162.49,2083,TRUE,HK,HK,Asia Pacific,Hong Kong,45102,"Alibaba US Technology Co., Ltd.",402,12.9
34.92.229.105,3000,TRUE,HK,HK,Asia Pacific,Hong Kong,396982,GOOGLE-CLOUD-PLATFORM,204,12.63
47.76.94.15,2053,TRUE,HK,HK,Asia Pacific,Hong Kong,45102,"Alibaba US Technology Co., Ltd.",221,10.73
47.243.173.187,2053,TRUE,HK,HK,Asia Pacific,Hong Kong,45102,"Alibaba US Technology Co., Ltd.",382,10.26
18.162.177.90,8443,TRUE,HK,HK,Asia Pacific,Hong Kong,16509,AMAZON-02,164,10.22
47.243.173.187,2087,TRUE,HK,HK,Asia Pacific,Hong Kong,45102,"Alibaba US Technology Co., Ltd.",251,8.99
18.167.20.205,443,TRUE,HK,HK,Asia Pacific,Hong Kong,16509,AMAZON-02,556,8.47
47.75.99.29,1443,TRUE,HK,HK,Asia Pacific,Hong Kong,45102,"Alibaba US Technology Co., Ltd.",197,7.98
47.242.155.183,2083,TRUE,HK,HK,Asia Pacific,Hong Kong,45102,"Alibaba US Technology Co., Ltd.",187,7.94
18.162.177.90,2053,TRUE,HK,HK,Asia Pacific,Hong Kong,16509,AMAZON-02,170,7.9
101.78.244.128,12313,TRUE,HK,HK,Asia Pacific,Hong Kong,9381,HKBN Enterprise Solutions HK Limited,330,7.87
47.245.40.55,2083,TRUE,HK,HK,Asia Pacific,Hong Kong,45102,"Alibaba US Technology Co., Ltd.",488,7.72
8.218.136.25,2096,TRUE,HK,HK,Asia Pacific,Hong Kong,45102,"Alibaba US Technology Co., Ltd.",604,7.61
27.119.233.190,27115,TRUE,HK,HK,Asia Pacific,Hong Kong,17864,SK Broadband Co Ltd,452,7.59
203.184.132.238,1520,TRUE,HK,HK,Asia Pacific,Hong Kong,9304,HGC Global Communications Limited,731,7
39.126.158.244,22133,TRUE,HK,HK,Asia Pacific,Hong Kong,9319,HCN CHUNGBUK CABLE TV SYSTEMS,382,6.15
211.211.84.123,10017,TRUE,HK,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,402,5.97
103.118.244.200,20001,TRUE,HK,HK,Asia Pacific,Hong Kong,55933,Cloudie Limited,581,5.89
45.112.152.211,25806,TRUE,HK,HK,Asia Pacific,Hong Kong,17854,SK Broadband Co Ltd,439,5.64
1.232.40.93,11443,TRUE,HK,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,418,5.24
47.74.26.196,2053,TRUE,HK,HK,Asia Pacific,Hong Kong,45102,"Alibaba US Technology Co., Ltd.",757,4.95
206.237.24.40,8443,TRUE,HK,HK,Asia Pacific,Hong Kong,55933,Cloudie Limited,720,4.55
8.210.151.69,2096,TRUE,HK,HK,Asia Pacific,Hong Kong,45102,"Alibaba US Technology Co., Ltd.",287,4.47
20.24.207.215,50101,TRUE,HK,HK,Asia Pacific,Hong Kong,8075,MICROSOFT-CORP-MSN-AS-BLOCK,347,4.4
130.162.154.185,4433,TRUE,HK,HK,Asia Pacific,Hong Kong,31898,ORACLE-BMC-31898,366,4.38
20.189.117.178,8081,TRUE,HK,HK,Asia Pacific,Hong Kong,8075,MICROSOFT-CORP-MSN-AS-BLOCK,344,4.3
47.240.47.94,54527,TRUE,HK,HK,Asia Pacific,Hong Kong,45102,"Alibaba US Technology Co., Ltd.",584,4.27
43.154.196.20,65432,TRUE,HK,HK,Asia Pacific,Hong Kong,132203,"Tencent Building, Kejizhongyi Avenue",176,4.17
119.28.58.214,10002,TRUE,HK,HK,Asia Pacific,Hong Kong,132203,"Tencent Building, Kejizhongyi Avenue",630,4.14
8.209.255.195,2083,TRUE,HK,HK,Asia Pacific,Hong Kong,45102,"Alibaba US Technology Co., Ltd.",865,3.97
43.128.6.137,10001,TRUE,HK,HK,Asia Pacific,Hong Kong,132203,"Tencent Building, Kejizhongyi Avenue",197,3.26
8.217.18.229,12301,TRUE,SG,SG,Asia Pacific,Singapore,45102,"Alibaba US Technology Co., Ltd.",865,3.24
47.74.26.196,8443,TRUE,HK,HK,Asia Pacific,Hong Kong,45102,"Alibaba US Technology Co., Ltd.",793,2.69
1.232.40.93,10245,TRUE,HK,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,427,2.68
8.209.255.195,8443,TRUE,HK,HK,Asia Pacific,Hong Kong,45102,"Alibaba US Technology Co., Ltd.",640,2.38
211.212.43.153,12375,TRUE,HK,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,491,2.19
58.145.73.59,18078,TRUE,HK,HK,Asia Pacific,Hong Kong,9689,SK Broadband Co Ltd,468,1.82
123.109.24.242,12225,TRUE,HK,HK,Asia Pacific,Hong Kong,9689,SK Broadband Co Ltd,491,1.7
123.109.127.159,31447,TRUE,HK,HK,Asia Pacific,Hong Kong,9689,SK Broadband Co Ltd,473,1.47
123.109.127.159,10770,TRUE,HK,HK,Asia Pacific,Hong Kong,9689,SK Broadband Co Ltd,463,1.43
203.9.150.234,2000,TRUE,HK,HK,Asia Pacific,Hong Kong,133752,Leaseweb Asia Pacific pte. ltd.,973,1.06
61.247.71.139,21413,TRUE,HK,HK,Asia Pacific,Hong Kong,17854,SK Broadband Co Ltd,478,1.03
123.109.127.159,28130,TRUE,HK,HK,Asia Pacific,Hong Kong,9689,SK Broadband Co Ltd,475,1.03
123.109.127.159,26022,TRUE,HK,HK,Asia Pacific,Hong Kong,9689,SK Broadband Co Ltd,474,1.02
123.109.127.159,13495,TRUE,HK,HK,Asia Pacific,Hong Kong,9689,SK Broadband Co Ltd,557,1.01
8.210.39.96,2096,TRUE,HK,HK,Asia Pacific,Hong Kong,45102,"Alibaba US Technology Co., Ltd.",842,0.9
23.26.217.56,20443,TRUE,HK,HK,Asia Pacific,Hong Kong,51847,Nearoute Limited,894,0.89
123.109.24.242,10290,TRUE,HK,HK,Asia Pacific,Hong Kong,9689,SK Broadband Co Ltd,527,0.86
123.109.127.159,33290,TRUE,HK,HK,Asia Pacific,Hong Kong,9689,SK Broadband Co Ltd,506,0.79
154.88.31.91,30000,TRUE,HK,HK,Asia Pacific,Hong Kong,40065,CNSERVERS,229,0.78
123.109.127.159,28585,TRUE,HK,HK,Asia Pacific,Hong Kong,9689,SK Broadband Co Ltd,543,0.76
43.132.244.52,22338,TRUE,HK,HK,Asia Pacific,Hong Kong,132203,"Tencent Building, Kejizhongyi Avenue",182,0.64
123.109.127.159,23621,TRUE,HK,HK,Asia Pacific,Hong Kong,9689,SK Broadband Co Ltd,483,0.64
49.143.160.63,26896,TRUE,HK,HK,Asia Pacific,Hong Kong,38684,"CMB Daejeon Broadcasting Co,.Ltd",514,0.6
43.155.118.124,12654,TRUE,HK,HK,Asia Pacific,Hong Kong,132203,"Tencent Building, Kejizhongyi Avenue",587,0.58
43.132.244.52,21415,TRUE,HK,HK,Asia Pacific,Hong Kong,132203,"Tencent Building, Kejizhongyi Avenue",160,0.58
47.242.155.39,8888,TRUE,HK,HK,Asia Pacific,Hong Kong,45102,"Alibaba US Technology Co., Ltd.",195,0.56
154.204.44.195,8080,TRUE,HK,HK,Asia Pacific,Hong Kong,133199,SonderCloud Limited,203,0.51
218.102.12.37,9999,TRUE,HK,HK,Asia Pacific,Hong Kong,4760,HKT Limited,593,0.48
123.109.24.242,19889,TRUE,HK,HK,Asia Pacific,Hong Kong,9689,SK Broadband Co Ltd,452,0.48
123.109.127.159,12743,TRUE,HK,HK,Asia Pacific,Hong Kong,9689,SK Broadband Co Ltd,478,0.46
123.109.127.159,11878,TRUE,HK,HK,Asia Pacific,Hong Kong,9689,SK Broadband Co Ltd,476,0.46
8.212.61.149,443,TRUE,HK,HK,Asia Pacific,Hong Kong,45102,"Alibaba US Technology Co., Ltd.",601,0.44
123.109.127.159,30436,TRUE,HK,HK,Asia Pacific,Hong Kong,9689,SK Broadband Co Ltd,499,0.4
111.118.86.11,27255,TRUE,HK,HK,Asia Pacific,Hong Kong,9319,HCN CHUNGBUK CABLE TV SYSTEMS,494,0.39
123.109.127.159,16787,TRUE,HK,HK,Asia Pacific,Hong Kong,9689,SK Broadband Co Ltd,576,0.38
45.64.146.254,12252,TRUE,HK,HK,Asia Pacific,Hong Kong,38684,"CMB Daejeon Broadcasting Co,.Ltd",859,0.36
123.109.127.159,12821,TRUE,HK,HK,Asia Pacific,Hong Kong,9689,SK Broadband Co Ltd,516,0.36
27.126.206.62,443,TRUE,US,US,North America,San Jose,45474,NEXUSGUARD LIMITED,940,0.32
111.118.86.11,37780,TRUE,HK,HK,Asia Pacific,Hong Kong,9319,HCN CHUNGBUK CABLE TV SYSTEMS,476,0.3
119.28.64.48,20015,TRUE,HK,HK,Asia Pacific,Hong Kong,132203,"Tencent Building, Kejizhongyi Avenue",645,0.18
45.60.186.91,8443,TRUE,JP,JP,Asia Pacific,Tokyo,19551,INCAPSULA,930,0.15
123.109.127.159,16156,TRUE,HK,HK,Asia Pacific,Hong Kong,9689,SK Broadband Co Ltd,476,0.15
223.18.129.85,12345,TRUE,HK,HK,Asia Pacific,Hong Kong,9304,HGC Global Communications Limited,805,0.09
123.109.127.159,11216,TRUE,HK,HK,Asia Pacific,Hong Kong,9689,SK Broadband Co Ltd,530,0.05
45.207.11.69,8899,TRUE,HK,HK,Asia Pacific,Hong Kong,140227,"Hong Kong Communications International Co., Limited",277,0.05
129.154.222.116,20010,TRUE,KR,KR,Asia Pacific,Seoul,31898,ORACLE-BMC-31898,669,22.27
193.122.118.245,15915,TRUE,KR,KR,Asia Pacific,Seoul,31898,ORACLE-BMC-31898,528,20.5
193.122.118.34,25871,TRUE,KR,KR,Asia Pacific,Seoul,31898,ORACLE-BMC-31898,520,19
131.186.25.28,8444,TRUE,KR,KR,Asia Pacific,Seoul,31898,ORACLE-BMC-31898,839,17.56
20.214.204.10,8443,TRUE,KR,KR,Asia Pacific,Seoul,8075,MICROSOFT-CORP-MSN-AS-BLOCK,546,17.1
175.125.207.253,10554,TRUE,KR,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,840,9.45
180.229.61.15,11701,TRUE,KR,KR,Asia Pacific,Seoul,17858,LG POWERCOMM,1224,8.78
218.147.177.196,10943,TRUE,KR,KR,Asia Pacific,Seoul,4766,Korea Telecom,626,8.72
49.172.159.105,30002,TRUE,KR,KR,Asia Pacific,Seoul,17858,LG POWERCOMM,976,8.51
61.77.34.212,22345,TRUE,KR,KR,Asia Pacific,Seoul,4766,Korea Telecom,985,8.36
118.45.241.38,37443,TRUE,KR,KR,Asia Pacific,Seoul,4766,Korea Telecom,631,8.2
218.147.177.196,10030,TRUE,KR,KR,Asia Pacific,Seoul,4766,Korea Telecom,547,8.14
1.209.234.83,30100,TRUE,KR,KR,Asia Pacific,Seoul,3786,LG DACOM Corporation,2495,8.03
115.91.95.202,21288,TRUE,KR,KR,Asia Pacific,Seoul,3786,LG DACOM Corporation,819,7.99
14.33.4.254,30701,TRUE,KR,KR,Asia Pacific,Seoul,4766,Korea Telecom,851,7.74
218.147.177.196,12364,TRUE,KR,KR,Asia Pacific,Seoul,4766,Korea Telecom,718,7.7
222.108.106.148,12312,TRUE,KR,KR,Asia Pacific,Seoul,4766,Korea Telecom,628,7.68
175.212.237.31,10090,TRUE,KR,KR,Asia Pacific,Seoul,4766,Korea Telecom,2465,7.63
121.154.95.24,12319,TRUE,KR,KR,Asia Pacific,Seoul,4766,Korea Telecom,941,7.53
175.212.237.31,10218,TRUE,KR,KR,Asia Pacific,Seoul,4766,Korea Telecom,652,7.52
210.90.151.247,10086,TRUE,KR,KR,Asia Pacific,Seoul,4766,Korea Telecom,1084,7.41
175.194.119.227,12108,TRUE,KR,KR,Asia Pacific,Seoul,4766,Korea Telecom,1177,7.34
121.178.51.58,10810,TRUE,KR,KR,Asia Pacific,Seoul,4766,Korea Telecom,805,7.31
210.90.151.247,12530,TRUE,KR,KR,Asia Pacific,Seoul,4766,Korea Telecom,768,7.21
121.154.95.24,10032,TRUE,KR,KR,Asia Pacific,Seoul,4766,Korea Telecom,940,7.21
121.149.92.15,10001,TRUE,KR,KR,Asia Pacific,Seoul,4766,Korea Telecom,846,7.18
115.91.95.202,12210,TRUE,KR,KR,Asia Pacific,Seoul,3786,LG DACOM Corporation,1221,7.12
106.247.229.179,30082,TRUE,KR,KR,Asia Pacific,Seoul,3786,LG DACOM Corporation,1091,7.12
61.85.168.134,12250,TRUE,KR,KR,Asia Pacific,Seoul,4766,Korea Telecom,1264,7.12
49.172.159.105,30012,TRUE,KR,KR,Asia Pacific,Seoul,17858,LG POWERCOMM,1534,7.12
175.212.237.31,12101,TRUE,KR,KR,Asia Pacific,Seoul,4766,Korea Telecom,948,7.11
1.11.2.165,30003,TRUE,KR,KR,Asia Pacific,Seoul,18313,LG HelloVision Corp.,1059,7.1
183.99.252.103,12284,TRUE,KR,KR,Asia Pacific,Seoul,4766,Korea Telecom,925,7.05
116.40.251.4,30057,TRUE,KR,KR,Asia Pacific,Seoul,17858,LG POWERCOMM,1032,7.04
203.132.181.73,30008,TRUE,KR,KR,Asia Pacific,Seoul,17839,LG HelloVision Corp.,725,6.97
218.147.177.196,10046,TRUE,KR,KR,Asia Pacific,Seoul,4766,Korea Telecom,851,6.96
121.170.103.123,10026,TRUE,KR,KR,Asia Pacific,Seoul,4766,Korea Telecom,785,6.96
61.85.168.134,12084,TRUE,KR,KR,Asia Pacific,Seoul,4766,Korea Telecom,1099,6.93
125.129.129.66,12245,TRUE,KR,KR,Asia Pacific,Seoul,4766,Korea Telecom,964,6.91
211.199.135.88,16088,TRUE,KR,KR,Asia Pacific,Seoul,4766,Korea Telecom,1105,6.88
61.247.117.11,12244,TRUE,KR,KR,Asia Pacific,Seoul,17854,SK Broadband Co Ltd,1145,6.82
121.164.186.91,10089,TRUE,KR,KR,Asia Pacific,Seoul,4766,Korea Telecom,687,6.81
211.197.26.25,10088,TRUE,KR,KR,Asia Pacific,Seoul,4766,Korea Telecom,787,6.8
14.40.22.81,12458,TRUE,KR,KR,Asia Pacific,Seoul,4766,Korea Telecom,918,6.74
112.164.215.120,30042,TRUE,KR,KR,Asia Pacific,Seoul,4766,Korea Telecom,664,6.69
125.208.102.111,30053,TRUE,KR,KR,Asia Pacific,Seoul,17849,SK Broadband Co Ltd,592,6.67
121.164.186.91,10025,TRUE,KR,KR,Asia Pacific,Seoul,4766,Korea Telecom,752,6.65
218.147.178.231,16036,TRUE,KR,KR,Asia Pacific,Seoul,4766,Korea Telecom,751,6.63
119.204.156.245,30083,TRUE,KR,KR,Asia Pacific,Seoul,4766,Korea Telecom,955,6.57
121.152.235.201,30005,TRUE,KR,KR,Asia Pacific,Seoul,4766,Korea Telecom,1019,6.57
210.90.151.247,18105,TRUE,KR,KR,Asia Pacific,Seoul,4766,Korea Telecom,647,6.53
122.153.90.92,18044,TRUE,KR,KR,Asia Pacific,Seoul,9316,DACOM-PUBNETPLUS,2583,6.52
222.109.51.28,12532,TRUE,KR,KR,Asia Pacific,Seoul,4766,Korea Telecom,1107,6.48
14.54.63.38,30002,TRUE,KR,KR,Asia Pacific,Seoul,4766,Korea Telecom,915,6.46
122.153.90.92,18066,TRUE,KR,KR,Asia Pacific,Seoul,9316,DACOM-PUBNETPLUS,1038,6.43
175.208.146.118,12434,TRUE,KR,KR,Asia Pacific,Seoul,4766,Korea Telecom,686,6.35
124.49.176.77,30067,TRUE,KR,KR,Asia Pacific,Seoul,17858,LG POWERCOMM,1847,6.33
